transaction_type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,location,isFraud,isFlaggedFraud
WITHDRAWAL,45308.89,C128574,M926221,72887.7,27578.809999999998,NG,0,0
TRANSFER,20987.25,C496873,M209151,39207.05,18219.800000000003,AU,0,0
PAYMENT,19948.08,C799355,M767064,7072.5,0.0,UK,0,0
TRANSFER,6823.55,C383409,M659456,495.69,0.0,IN,0,0
WITHDRAWAL,28676.8,C595823,M428326,91062.92,62386.119999999995,AU,0,0
WITHDRAWAL,10127.59,C730244,M766731,51760.63,41633.03999999999,CA,0,0
DEPOSIT,27911.1,C825064,M334286,58513.5,30602.4,ZA,0,0
TRANSFER,26053.6,C628405,M512565,43136.18,17082.58,UK,0,0
WITHDRAWAL,15961.07,C107910,M255127,3401.89,0.0,AE,0,0
PAYMENT,2331.32,C213642,M577133,77358.49,75027.17,ZA,0,0
PAYMENT,24534.26,C533464,M367126,21755.21,0.0,AE,0,0
TRANSFER,43318.65,C334342,M913074,17158.46,0.0,ZA,1,1
WITHDRAWAL,48231.55,C271653,M487162,61497.09,13265.539999999994,IN,1,1
TRANSFER,9070.44,C105682,M052715,77246.89,68176.45,IN,0,0
DEPOSIT,14439.01,C449885,M986495,19522.31,5083.300000000001,UK,0,0
PAYMENT,30895.91,C327720,M248820,99725.13,68829.22,AE,0,0
TRANSFER,8835.53,C910988,M411304,8626.98,0.0,US,0,0
WITHDRAWAL,16036.51,C665053,M864243,39332.9,23296.39,AU,0,0
DEPOSIT,21453.58,C242290,M334784,89342.5,67888.92,US,0,0
DEPOSIT,45308.26,C118201,M271977,91801.91,46493.65,UK,0,0
PAYMENT,37745.82,C671615,M265981,74065.41,36319.590000000004,AE,0,0
DEPOSIT,47816.23,C052889,M904963,54870.46,7054.229999999996,AE,0,0
TRANSFER,35268.03,C277582,M654046,58156.57,22888.54,CA,0,0
TRANSFER,42592.54,C478476,M571540,51988.49,9395.949999999997,AU,0,0
PAYMENT,33639.73,C251625,M189644,81755.4,48115.66999999999,IN,0,0
WITHDRAWAL,41653.81,C121297,M998894,28329.83,0.0,UK,0,0
DEPOSIT,25883.75,C204215,M207477,34346.43,8462.68,US,0,0
DEPOSIT,32601.91,C137284,M557435,7093.53,0.0,NG,0,0
DEPOSIT,46972.48,C976279,M334192,80095.23,33122.74999999999,IN,0,0
TRANSFER,42123.53,C745682,M842811,66308.48,24184.949999999997,US,0,0
DEPOSIT,21168.42,C221952,M241054,64731.1,43562.68,US,0,0
DEPOSIT,43088.48,C639297,M686481,22635.67,0.0,AE,0,0
PAYMENT,46775.68,C304916,M029610,55612.05,8836.370000000003,CA,0,0
WITHDRAWAL,4457.64,C714474,M018926,9128.52,4670.88,NG,0,0
PAYMENT,1452.48,C380288,M778113,22615.35,21162.87,ZA,0,0
TRANSFER,41757.35,C757309,M460809,40263.0,0.0,NG,0,0
WITHDRAWAL,28829.34,C124600,M638206,5348.11,0.0,US,0,0
TRANSFER,10603.98,C861826,M919111,87201.48,76597.5,US,0,0
PAYMENT,30672.79,C601641,M050485,5197.66,0.0,US,0,0
WITHDRAWAL,31998.64,C456307,M681474,45617.0,13618.36,NG,0,0
DEPOSIT,36257.28,C423772,M895423,13905.89,0.0,UK,0,0
PAYMENT,25282.49,C792306,M932950,43002.22,17719.73,UK,0,0
DEPOSIT,41976.73,C085828,M613719,77611.08,35634.35,UK,0,0
WITHDRAWAL,37720.32,C469254,M975998,19333.32,0.0,AU,0,0
DEPOSIT,5757.03,C100905,M920351,24700.26,18943.23,NG,0,0
PAYMENT,48296.63,C829876,M584730,11571.81,0.0,AU,0,0
TRANSFER,32551.46,C877139,M207006,55685.1,23133.64,ZA,0,0
TRANSFER,32042.1,C469005,M589458,39960.49,7918.389999999999,AE,0,0
TRANSFER,48213.66,C648221,M060865,88987.4,40773.73999999999,AE,0,0
TRANSFER,41201.27,C878349,M674103,40985.98,0.0,AE,0,0
PAYMENT,47242.53,C999074,M252533,11583.08,0.0,AU,0,0
DEPOSIT,37945.06,C664387,M520936,63239.45,25294.39,AU,0,0
PAYMENT,28680.25,C722120,M349157,50853.29,22173.04,AU,0,0
TRANSFER,38037.55,C514636,M137054,99012.61,60975.06,NG,0,0
TRANSFER,3057.64,C531785,M117467,14818.09,11760.45,ZA,0,0
WITHDRAWAL,43206.7,C491386,M686033,99303.58,56096.880000000005,UK,0,0
DEPOSIT,5813.38,C523082,M231727,90466.36,84652.98,AU,0,0
WITHDRAWAL,19736.93,C546329,M734881,59445.72,39708.79,ZA,0,0
PAYMENT,44940.1,C225970,M740549,42371.88,0.0,AU,0,0
PAYMENT,26426.66,C765439,M913221,95906.46,69479.8,ZA,0,0
DEPOSIT,41297.43,C652231,M972577,40224.73,0.0,AE,0,0
DEPOSIT,31466.61,C587336,M678830,34310.87,2844.260000000002,AE,0,0
WITHDRAWAL,11009.28,C663456,M594555,97871.72,86862.44,CA,0,0
PAYMENT,33815.34,C874602,M799054,46232.93,12417.590000000004,AU,0,0
DEPOSIT,34651.67,C442455,M816269,13866.62,0.0,AE,0,0
TRANSFER,8040.62,C771758,M780424,13506.43,5465.81,AE,0,0
TRANSFER,31801.91,C793814,M962236,63872.16,32070.250000000004,AU,0,0
WITHDRAWAL,40342.83,C834477,M751250,15324.47,0.0,AU,0,0
PAYMENT,14963.18,C753290,M547504,13437.44,0.0,AU,0,0
DEPOSIT,26979.14,C243480,M997650,68261.43,41282.28999999999,NG,0,0
TRANSFER,43603.14,C253189,M917867,46735.2,3132.0599999999977,UK,0,0
PAYMENT,31429.91,C825421,M327888,72086.13,40656.22,CA,0,0
DEPOSIT,33754.85,C766402,M922560,20479.43,0.0,UK,0,0
TRANSFER,12846.44,C990522,M609043,64254.72,51408.28,IN,0,0
WITHDRAWAL,44984.49,C670789,M804299,70181.5,25197.010000000002,AU,0,0
PAYMENT,4022.82,C988219,M989523,50142.85,46120.03,AE,0,0
TRANSFER,13151.61,C789499,M229714,91034.1,77882.49,IN,0,0
DEPOSIT,32532.08,C104746,M640654,80234.66,47702.58,ZA,0,0
DEPOSIT,23790.47,C577177,M024037,16274.33,0.0,US,0,0
DEPOSIT,28323.94,C373780,M410664,25992.94,0.0,ZA,0,0
TRANSFER,47839.36,C557213,M250471,22985.77,0.0,ZA,0,0
DEPOSIT,1882.89,C501646,M184028,13604.28,11721.390000000001,AU,0,0
TRANSFER,3285.77,C364800,M096050,79467.64,76181.87,UK,0,0
WITHDRAWAL,16644.74,C091885,M751456,57163.83,40519.09,NG,0,0
TRANSFER,11843.71,C411217,M527195,79646.75,67803.04000000001,AE,0,0
PAYMENT,25694.1,C993395,M742884,11869.02,0.0,UK,0,0
WITHDRAWAL,48665.59,C263008,M035865,38887.94,0.0,IN,0,0
PAYMENT,27820.3,C847355,M042385,20132.47,0.0,AE,0,0
DEPOSIT,10379.71,C717214,M842171,87994.23,77614.51999999999,NG,0,0
DEPOSIT,15681.14,C961169,M820967,37073.37,21392.230000000003,UK,0,0
TRANSFER,535.22,C982378,M428398,97551.31,97016.09,US,0,0
PAYMENT,11268.49,C468730,M608257,85779.33,74510.84,CA,0,0
WITHDRAWAL,20842.54,C328895,M018234,88215.98,67373.44,NG,1,1
TRANSFER,30530.63,C045786,M066785,5763.13,0.0,CA,0,0
TRANSFER,46224.85,C802042,M998912,67654.39,21429.54,US,0,0
TRANSFER,36551.62,C238635,M390305,29308.65,0.0,AE,0,0
TRANSFER,17896.6,C138611,M812075,61794.97,43898.37,AU,0,0
PAYMENT,46908.1,C060189,M670050,77241.54,30333.439999999995,AE,0,0
TRANSFER,31130.08,C518360,M736697,58818.17,27688.089999999997,US,0,0
TRANSFER,4448.06,C094785,M780397,10612.82,6164.759999999999,NG,0,0
DEPOSIT,7235.68,C513805,M378770,32525.11,25289.43,CA,0,0
DEPOSIT,26313.81,C450067,M687764,24198.51,0.0,AU,0,0
WITHDRAWAL,48304.26,C682250,M344410,74738.21,26433.950000000004,NG,0,0
PAYMENT,2356.41,C207758,M295026,22790.54,20434.13,NG,0,0
DEPOSIT,24849.25,C912621,M467716,57833.47,32984.22,NG,0,0
TRANSFER,30420.61,C824270,M650768,61301.99,30881.379999999997,ZA,0,0
DEPOSIT,4743.75,C961309,M628471,10606.33,5862.58,NG,0,0
TRANSFER,14263.91,C796373,M591826,9244.58,0.0,ZA,0,0
TRANSFER,5773.53,C035135,M877433,59373.33,53599.8,AU,0,0
PAYMENT,2053.63,C291874,M602513,20137.75,18084.12,AE,0,0
DEPOSIT,2383.62,C493451,M426823,64094.18,61710.56,US,0,0
DEPOSIT,18699.96,C369816,M302781,72666.37,53966.409999999996,US,0,0
TRANSFER,38260.43,C803640,M689914,58757.6,20497.17,ZA,0,0
WITHDRAWAL,12132.85,C989492,M209286,73873.71,61740.86000000001,ZA,0,0
WITHDRAWAL,25682.42,C000300,M651133,28137.89,2455.470000000001,AE,0,0
DEPOSIT,29677.25,C993018,M058859,64144.99,34467.74,AU,1,1
WITHDRAWAL,42665.15,C625030,M301960,7981.88,0.0,AE,0,0
TRANSFER,9222.22,C974221,M894304,28209.49,18987.270000000004,ZA,0,0
PAYMENT,4359.77,C794137,M294265,54520.32,50160.55,UK,0,0
TRANSFER,42809.45,C332587,M112432,52198.45,9389.0,IN,0,0
WITHDRAWAL,44808.9,C044258,M859085,41029.28,0.0,AE,0,0
TRANSFER,3570.95,C287679,M249107,91468.66,87897.71,CA,0,0
PAYMENT,4874.38,C429093,M299739,23186.6,18312.219999999998,CA,0,0
TRANSFER,8154.24,C760186,M643979,87847.99,79693.75,AE,0,0
PAYMENT,36981.21,C591292,M350619,78138.65,41157.439999999995,NG,0,0
PAYMENT,34823.33,C740261,M926420,14965.09,0.0,NG,0,0
DEPOSIT,11200.07,C262397,M429341,69894.81,58694.74,AU,0,0
PAYMENT,23179.05,C933828,M787585,3881.42,0.0,ZA,0,0
TRANSFER,19044.55,C643523,M850747,4510.07,0.0,UK,0,0
PAYMENT,24763.67,C080496,M710553,92054.08,67290.41,UK,0,0
TRANSFER,12833.55,C021363,M324930,39254.01,26420.460000000003,AU,0,0
TRANSFER,41412.72,C357711,M693311,75474.22,34061.5,ZA,0,0
TRANSFER,37923.6,C959425,M582479,86315.05,48391.450000000004,IN,0,0
PAYMENT,31316.44,C142429,M522060,42281.83,10965.390000000003,AE,0,0
TRANSFER,14102.54,C768790,M117666,21435.62,7333.079999999998,AU,0,0
WITHDRAWAL,35753.99,C218109,M100523,45949.89,10195.900000000001,AU,0,0
WITHDRAWAL,9677.93,C691959,M505333,8415.47,0.0,CA,0,0
WITHDRAWAL,35387.72,C296551,M130361,52660.37,17272.65,US,0,0
DEPOSIT,30238.13,C990930,M473082,77432.52,47194.39,IN,0,0
TRANSFER,38196.84,C110651,M773375,39823.87,1627.030000000006,ZA,0,0
DEPOSIT,7807.35,C679456,M008717,5666.09,0.0,AE,0,0
DEPOSIT,2620.91,C503719,M229535,99485.71,96864.8,CA,0,0
WITHDRAWAL,47018.05,C216378,M802333,18274.6,0.0,UK,0,0
WITHDRAWAL,47785.13,C544250,M237415,73551.72,25766.590000000004,IN,0,0
WITHDRAWAL,38666.62,C950895,M142868,11210.66,0.0,US,0,0
PAYMENT,11593.59,C231264,M479268,90372.67,78779.08,NG,0,0
DEPOSIT,32109.7,C142038,M814468,91968.97,59859.270000000004,CA,0,0
PAYMENT,7229.19,C840580,M086027,1073.07,0.0,AE,0,0
WITHDRAWAL,43996.26,C518989,M217215,36781.96,0.0,AU,0,0
DEPOSIT,13278.78,C523664,M759175,2521.92,0.0,AU,0,0
TRANSFER,33271.61,C344156,M195748,59380.38,26108.769999999997,US,0,0
WITHDRAWAL,4785.97,C659591,M637997,99264.47,94478.5,ZA,0,0
PAYMENT,43478.98,C114196,M245130,19216.08,0.0,UK,0,0
DEPOSIT,33049.82,C943929,M895572,23252.22,0.0,AU,0,0
PAYMENT,2638.55,C680029,M496977,64477.45,61838.899999999994,NG,0,0
WITHDRAWAL,44385.98,C980384,M909095,25728.81,0.0,AU,0,0
TRANSFER,25080.35,C387975,M133190,3602.44,0.0,AE,0,0
PAYMENT,16595.94,C597209,M404241,22613.95,6018.010000000002,UK,0,0
PAYMENT,24564.4,C769265,M649674,7766.66,0.0,US,0,0
DEPOSIT,25265.04,C911535,M083596,94261.26,68996.22,UK,0,0
WITHDRAWAL,34656.77,C947329,M263507,14891.47,0.0,AE,0,0
PAYMENT,3563.77,C630471,M007654,39715.07,36151.3,CA,0,0
WITHDRAWAL,29248.84,C236023,M823580,44336.71,15087.869999999999,US,0,0
TRANSFER,28970.97,C577538,M435242,40330.21,11359.239999999998,US,0,0
WITHDRAWAL,27218.61,C133538,M300819,55182.27,27963.659999999996,UK,0,0
TRANSFER,13955.48,C619841,M905600,37549.61,23594.13,IN,0,0
TRANSFER,22991.67,C483995,M202765,83302.18,60310.509999999995,CA,0,0
DEPOSIT,33677.65,C293980,M690830,2335.82,0.0,AU,0,0
TRANSFER,42988.83,C577632,M700278,28789.34,0.0,NG,0,0
DEPOSIT,26752.31,C769269,M673332,51466.41,24714.100000000002,NG,0,0
DEPOSIT,30202.71,C774030,M129449,44632.19,14429.480000000003,IN,0,0
PAYMENT,17042.2,C845609,M613477,33452.0,16409.8,AU,0,0
PAYMENT,29694.34,C362528,M223139,96192.81,66498.47,AU,0,0
WITHDRAWAL,43034.46,C070789,M713036,80480.03,37445.57,CA,1,1
TRANSFER,44618.97,C849066,M502004,74310.98,29692.009999999995,AE,0,0
PAYMENT,22189.92,C855474,M126049,1754.64,0.0,AE,0,0
TRANSFER,32108.22,C206051,M387007,49614.38,17506.159999999996,IN,0,0
PAYMENT,43376.12,C471546,M578124,64668.94,21292.82,CA,1,1
WITHDRAWAL,3139.41,C136778,M850615,10963.08,7823.67,CA,0,0
PAYMENT,1647.89,C196633,M650110,34503.42,32855.53,UK,0,0
TRANSFER,12539.32,C737015,M797925,12381.8,0.0,UK,0,0
WITHDRAWAL,19837.2,C194320,M497193,33381.43,13544.23,NG,0,0
PAYMENT,45477.06,C125339,M274256,83814.47,38337.41,ZA,0,0
PAYMENT,4139.94,C438923,M820120,45191.38,41051.439999999995,IN,0,0
TRANSFER,30180.9,C442220,M200833,28193.61,0.0,US,0,0
DEPOSIT,23159.71,C686214,M265459,7469.26,0.0,ZA,0,0
DEPOSIT,337.23,C264012,M827775,80165.11,79827.88,AE,0,0
WITHDRAWAL,19510.62,C653194,M809995,52779.22,33268.600000000006,US,0,0
TRANSFER,37819.79,C721337,M197008,86238.16,48418.37,CA,0,0
PAYMENT,41545.34,C625644,M438535,62023.52,20478.18,AU,0,0
TRANSFER,8588.32,C145672,M476927,16019.87,7431.550000000001,ZA,0,0
PAYMENT,5588.21,C523556,M559335,74256.0,68667.79,UK,0,0
TRANSFER,3430.98,C902472,M846901,93250.59,89819.61,AU,0,0
WITHDRAWAL,18599.13,C613419,M656133,29410.73,10811.599999999999,AU,0,0
DEPOSIT,19091.14,C287765,M177080,68076.35,48985.21000000001,AE,0,0
DEPOSIT,14114.01,C624703,M951423,1540.34,0.0,AU,0,0
TRANSFER,2687.18,C795899,M267366,44758.0,42070.82,CA,0,0
PAYMENT,32515.33,C064263,M685952,35003.04,2487.709999999999,NG,0,0
WITHDRAWAL,41685.16,C508599,M209111,39165.11,0.0,UK,0,0
DEPOSIT,27135.04,C399031,M715946,44067.94,16932.9,AE,0,0
WITHDRAWAL,3626.3,C226940,M394930,33800.79,30174.49,AU,0,0
TRANSFER,14663.66,C748393,M455027,4694.2,0.0,IN,0,0
TRANSFER,45345.48,C342431,M780428,18184.14,0.0,AE,0,0
TRANSFER,26671.78,C978726,M555210,60248.93,33577.15,AU,0,0
WITHDRAWAL,24898.98,C343397,M701757,32664.31,7765.330000000002,UK,0,0
TRANSFER,37884.01,C770492,M592417,36194.96,0.0,NG,0,0
PAYMENT,44052.9,C666887,M686163,55788.82,11735.919999999998,UK,0,0
DEPOSIT,6423.23,C105595,M043678,68417.04,61993.81,US,0,0
WITHDRAWAL,4325.91,C718550,M114412,87905.95,83580.04,AE,0,0
WITHDRAWAL,41178.69,C672593,M674983,22972.75,0.0,UK,0,0
WITHDRAWAL,36708.37,C505762,M323958,5810.82,0.0,UK,0,0
TRANSFER,3801.65,C335624,M037899,78528.75,74727.1,AU,0,0
WITHDRAWAL,1075.16,C970829,M376057,56091.58,55016.42,AU,0,0
DEPOSIT,12957.79,C071962,M101219,17585.44,4627.649999999998,ZA,0,0
PAYMENT,290.18,C038876,M790439,33482.85,33192.67,UK,0,0
DEPOSIT,19964.72,C828394,M258704,83356.04,63391.31999999999,NG,0,0
WITHDRAWAL,33171.81,C498345,M007710,27181.29,0.0,IN,0,0
WITHDRAWAL,21372.3,C498900,M827021,6887.14,0.0,AE,0,0
PAYMENT,47353.75,C809209,M291957,93963.45,46609.7,NG,0,0
TRANSFER,35908.42,C116890,M046439,89465.05,53556.630000000005,AU,0,0
WITHDRAWAL,35560.37,C694055,M091811,14178.98,0.0,IN,0,0
TRANSFER,3520.4,C986156,M055181,8412.8,4892.4,AE,0,0
DEPOSIT,26172.65,C250471,M395274,24891.72,0.0,UK,0,0
TRANSFER,14882.82,C739128,M333299,80040.08,65157.26,AE,0,0
TRANSFER,28641.68,C523359,M732649,64238.57,35596.89,AU,0,0
DEPOSIT,36141.81,C768361,M547156,40515.66,4373.850000000006,CA,0,0
PAYMENT,39974.79,C414593,M833319,24482.33,0.0,AE,0,0
WITHDRAWAL,29276.51,C233586,M648597,53916.98,24640.470000000005,NG,1,1
DEPOSIT,45488.2,C796376,M966675,49844.05,4355.850000000006,AU,0,0
WITHDRAWAL,3673.94,C401757,M422208,50036.09,46362.149999999994,US,0,0
PAYMENT,13211.32,C586428,M212414,14413.92,1202.6000000000004,IN,0,0
DEPOSIT,20179.74,C067957,M801686,30510.7,10330.96,NG,0,0
TRANSFER,38100.28,C583751,M675570,23617.64,0.0,NG,0,0
WITHDRAWAL,21413.67,C060493,M503974,21752.57,338.90000000000146,ZA,0,0
DEPOSIT,42794.66,C259954,M392043,37248.18,0.0,IN,0,0
PAYMENT,25442.18,C261157,M549794,7854.76,0.0,AE,0,0
TRANSFER,38287.77,C861661,M821080,79617.35,41329.58000000001,NG,0,0
PAYMENT,35745.49,C627658,M340524,7082.77,0.0,ZA,0,0
DEPOSIT,5295.47,C678426,M267510,4585.89,0.0,ZA,0,0
WITHDRAWAL,41293.11,C064283,M147470,83106.95,41813.84,US,0,0
PAYMENT,29427.52,C380046,M533958,28543.9,0.0,IN,0,0
PAYMENT,49043.49,C829258,M590748,32524.13,0.0,NG,0,0
WITHDRAWAL,35677.37,C082248,M451272,97536.84,61859.469999999994,AU,0,0
DEPOSIT,46669.56,C016933,M218346,66260.34,19590.78,ZA,0,0
WITHDRAWAL,25470.72,C740885,M730051,76317.82,50847.100000000006,AE,0,0
DEPOSIT,20940.71,C458651,M307362,96851.92,75911.20999999999,AE,0,0
TRANSFER,30658.57,C666724,M570116,47714.58,17056.010000000002,NG,0,0
TRANSFER,25970.75,C894246,M792940,44059.36,18088.61,US,0,0
PAYMENT,24328.31,C212449,M070381,32329.57,8001.259999999998,IN,0,0
WITHDRAWAL,11015.83,C352083,M553460,64776.04,53760.21,UK,0,0
TRANSFER,42010.6,C317731,M651928,36412.99,0.0,AU,0,0
DEPOSIT,37187.01,C079707,M187781,74129.24,36942.23,AU,0,0
DEPOSIT,899.06,C672280,M453391,47308.17,46409.11,ZA,0,0
TRANSFER,13914.66,C051448,M942544,66555.42,52640.759999999995,UK,0,0
TRANSFER,17626.63,C958047,M038622,550.87,0.0,IN,0,0
WITHDRAWAL,37730.56,C632331,M049172,73443.2,35712.64,AE,0,0
PAYMENT,33019.4,C446147,M623018,49958.19,16938.79,NG,0,0
TRANSFER,48189.47,C701079,M072410,23233.24,0.0,AU,0,0
DEPOSIT,832.89,C156151,M278656,48645.52,47812.63,CA,0,0
WITHDRAWAL,30975.85,C351685,M028081,20062.64,0.0,ZA,0,0
WITHDRAWAL,24470.26,C686309,M309944,17155.96,0.0,US,0,0
TRANSFER,5787.33,C866277,M615976,75465.95,69678.62,IN,0,0
DEPOSIT,33426.66,C586846,M133584,96516.34,63089.67999999999,NG,0,0
DEPOSIT,18507.0,C716510,M591472,69842.39,51335.39,CA,0,0
TRANSFER,38470.89,C079970,M221406,33485.47,0.0,US,0,0
WITHDRAWAL,19506.99,C346497,M619054,17840.55,0.0,NG,0,0
DEPOSIT,6078.31,C133336,M995809,80948.38,74870.07,AE,0,0
TRANSFER,37654.28,C924973,M523679,7243.68,0.0,ZA,0,0
TRANSFER,1645.27,C330050,M296921,1237.38,0.0,IN,0,0
PAYMENT,36619.3,C222021,M811300,40370.96,3751.659999999996,NG,0,0
TRANSFER,9777.3,C942815,M701443,86461.31,76684.01,NG,0,0
PAYMENT,40462.15,C234256,M714389,2056.26,0.0,AE,0,0
WITHDRAWAL,47017.21,C908609,M857439,42378.81,0.0,ZA,0,0
DEPOSIT,30062.25,C722487,M022812,14401.66,0.0,AE,0,0
DEPOSIT,26451.69,C773712,M016866,7509.88,0.0,AE,0,0
PAYMENT,40216.67,C681725,M779218,56409.52,16192.849999999999,AU,0,0
WITHDRAWAL,46948.21,C071622,M324233,47380.43,432.22000000000116,NG,0,0
WITHDRAWAL,34526.5,C488822,M650942,17014.97,0.0,AE,0,0
PAYMENT,25596.19,C853578,M238546,61833.29,36237.100000000006,US,0,0
TRANSFER,39979.63,C086729,M690524,92987.74,53008.11000000001,AU,0,0
DEPOSIT,23627.64,C955265,M318835,48554.59,24926.949999999997,AE,0,0
WITHDRAWAL,17362.25,C936047,M993746,35077.34,17715.089999999997,CA,0,0
DEPOSIT,597.91,C139657,M525102,38177.05,37579.14,AE,0,0
TRANSFER,42400.64,C092474,M961902,51589.14,9188.5,CA,0,0
WITHDRAWAL,17931.28,C917679,M892373,7480.13,0.0,NG,0,0
WITHDRAWAL,23862.24,C983683,M719998,75585.02,51722.78,AE,0,0
PAYMENT,32820.18,C500430,M567842,68542.24,35722.060000000005,AU,0,0
TRANSFER,7690.83,C134330,M298432,5319.14,0.0,CA,0,0
WITHDRAWAL,32527.15,C557725,M424743,31150.8,0.0,ZA,0,0
WITHDRAWAL,47861.32,C418215,M335563,4476.91,0.0,AE,0,0
WITHDRAWAL,23652.37,C913054,M872922,90596.24,66943.87000000001,AE,0,0
DEPOSIT,41251.76,C628854,M657479,68737.68,27485.91999999999,AE,0,0
WITHDRAWAL,39818.93,C293417,M635522,17598.99,0.0,CA,0,0
TRANSFER,23723.07,C939266,M365919,63566.78,39843.71,NG,0,0
DEPOSIT,10080.27,C393368,M600812,23103.68,13023.41,NG,0,0
PAYMENT,29442.61,C396228,M428699,18563.79,0.0,US,0,0
PAYMENT,34019.71,C440880,M000062,74989.95,40970.24,US,0,0
DEPOSIT,1902.52,C943676,M856730,11307.65,9405.13,ZA,0,0
DEPOSIT,44902.41,C208681,M219261,54251.91,9349.5,UK,0,0
PAYMENT,1954.12,C079803,M442597,78423.35,76469.23000000001,NG,0,0
WITHDRAWAL,34061.08,C006288,M878185,89014.23,54953.149999999994,CA,0,0
WITHDRAWAL,23493.06,C108176,M563018,81901.15,58408.09,AE,0,0
DEPOSIT,35861.9,C092125,M251220,92984.13,57122.23,ZA,0,0
DEPOSIT,22286.37,C582654,M688119,60680.56,38394.19,NG,0,0
PAYMENT,5116.18,C022478,M526078,68144.37,63028.189999999995,IN,0,0
DEPOSIT,49823.32,C210767,M586125,3798.91,0.0,ZA,0,0
TRANSFER,39691.27,C147082,M752393,84400.74,44709.47000000001,CA,0,0
WITHDRAWAL,4325.38,C007397,M096558,46911.88,42586.5,CA,0,0
DEPOSIT,44033.48,C625242,M541194,28014.69,0.0,AE,0,0
TRANSFER,27109.59,C941269,M160306,47946.73,20837.140000000003,CA,0,0
PAYMENT,31522.03,C849254,M745412,5605.21,0.0,ZA,0,0
TRANSFER,8735.12,C165670,M638295,51117.04,42381.92,AE,0,0
TRANSFER,21892.79,C084184,M492431,65577.54,43684.74999999999,NG,0,0
DEPOSIT,30490.12,C845574,M441586,77679.1,47188.98000000001,CA,0,0
TRANSFER,20791.36,C745937,M672546,26617.12,5825.759999999998,AE,0,0
PAYMENT,45813.47,C498645,M572316,16933.28,0.0,NG,0,0
TRANSFER,17430.34,C988867,M580270,3971.61,0.0,ZA,0,0
PAYMENT,37809.11,C882113,M587131,40868.96,3059.8499999999985,CA,0,0
WITHDRAWAL,23225.55,C169576,M170557,37213.99,13988.439999999999,AE,0,0
DEPOSIT,49475.99,C528837,M059989,22566.35,0.0,AE,0,0
WITHDRAWAL,15521.33,C435218,M087533,31411.88,15890.550000000001,AU,0,0
PAYMENT,34915.01,C137113,M448656,22434.19,0.0,AU,0,0
WITHDRAWAL,9920.14,C202526,M048640,34543.31,24623.17,NG,0,0
DEPOSIT,24298.95,C447503,M600617,25409.24,1110.2900000000009,AE,0,0
DEPOSIT,4883.61,C683190,M439189,30320.57,25436.96,CA,0,0
WITHDRAWAL,45003.34,C531899,M911634,19858.22,0.0,ZA,0,0
DEPOSIT,10717.89,C351273,M352726,33818.03,23100.14,ZA,0,0
WITHDRAWAL,8695.45,C818710,M643087,39354.62,30659.170000000002,UK,0,0
DEPOSIT,12725.82,C179012,M206439,1011.13,0.0,NG,0,0
TRANSFER,45206.64,C259791,M553627,31222.04,0.0,CA,0,0
WITHDRAWAL,48020.8,C970713,M178032,99869.01,51848.20999999999,US,0,0
PAYMENT,29539.03,C519851,M782474,46281.36,16742.33,AU,0,0
TRANSFER,1829.15,C804468,M210950,63539.61,61710.46,UK,0,0
DEPOSIT,17137.13,C810988,M376682,41910.3,24773.170000000002,ZA,0,0
DEPOSIT,4783.74,C211151,M837655,29335.33,24551.590000000004,UK,0,0
PAYMENT,48698.9,C678535,M895177,47753.14,0.0,AU,0,0
TRANSFER,30592.4,C069441,M775217,3592.28,0.0,UK,0,0
WITHDRAWAL,17450.79,C664309,M509225,8070.83,0.0,CA,0,0
TRANSFER,36698.73,C242395,M142272,52982.84,16284.109999999993,AE,0,0
DEPOSIT,3215.09,C368738,M063570,17836.11,14621.02,UK,0,0
DEPOSIT,48069.57,C769918,M679966,2654.49,0.0,IN,0,0
PAYMENT,31091.93,C614155,M261063,605.01,0.0,IN,0,0
DEPOSIT,40082.89,C773870,M807533,71162.54,31079.649999999994,UK,0,0
WITHDRAWAL,32329.91,C122477,M729320,5682.96,0.0,CA,0,0
WITHDRAWAL,28924.46,C559705,M965869,15292.02,0.0,US,0,0
WITHDRAWAL,47186.54,C934200,M847240,21112.43,0.0,ZA,0,0
WITHDRAWAL,46055.55,C275237,M489041,30467.36,0.0,ZA,0,0
WITHDRAWAL,14489.89,C820751,M371874,43515.14,29025.25,ZA,0,0
PAYMENT,48498.72,C651147,M109035,91911.12,43412.399999999994,US,0,0
WITHDRAWAL,23721.14,C022945,M378568,43135.58,19414.440000000002,AU,0,0
WITHDRAWAL,39904.09,C527635,M151585,56878.91,16974.820000000007,ZA,0,0
TRANSFER,34132.88,C640350,M396935,84626.66,50493.780000000006,ZA,0,0
WITHDRAWAL,45261.57,C787578,M752071,90382.26,45120.689999999995,AE,0,0
WITHDRAWAL,30850.85,C162583,M190680,15357.07,0.0,CA,0,0
PAYMENT,9347.92,C257392,M805196,25544.1,16196.179999999998,AE,0,0
DEPOSIT,32510.7,C636988,M174093,82896.89,50386.19,AE,0,0
DEPOSIT,32034.44,C657141,M000840,50480.46,18446.02,AE,0,0
PAYMENT,2461.66,C105339,M958340,16574.65,14112.990000000002,UK,1,0
PAYMENT,31350.25,C096100,M854320,53458.85,22108.6,AU,0,0
DEPOSIT,31071.31,C963334,M459732,36840.0,5768.689999999999,UK,0,0
